SignalType,Xsections,N_orig,Group,CustomJson,EOSDirectory
GluGluToRadionToHHTo2B2ZTo2L2J_M-250_narrow,0.001,299197,HHres250,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-260_narrow,0.001,299197,HHres260,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-270_narrow,0.001,299992,HHres270,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-280_narrow,0.001,299992,HHres280,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-300_narrow,0.001,299988,HHres300,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-320_narrow,0.001,299352,HHres320,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-350_narrow,0.001,299352,HHres350,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-400_narrow,0.001,370296,HHres400,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-450_narrow,0.001,299991,HHres450,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-500_narrow,0.001,299481,HHres500,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-550_narrow,0.001,299998,HHres550,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-600_narrow,0.001,297473,HHres600,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-650_narrow,0.001,299988,HHres650,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-700_narrow,0.001,299992,HHres700,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-750_narrow,0.001,299992,HHres750,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-800_narrow,0.001,299996,HHres800,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-850_narrow,0.001,299996,HHres850,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-900_narrow,0.001,297848,HHres900,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToRadionToHHTo2B2ZTo2L2J_M-1000_narrow,0.001,298559,HHres1000,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
#
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-250_narrow,0.001,299990,HHBulkGrav250,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-260_narrow,0.001,299990,HHBulkGrav260,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-270_narrow,0.001,299989,HHBulkGrav270,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-280_narrow,0.001,299989,HHBulkGrav280,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-300_narrow,0.001,299490,HHBulkGrav300,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-320_narrow,0.001,299490,HHBulkGrav320,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-350_narrow,0.001,299292,HHBulkGrav350,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-400_narrow,0.001,295993,HHBulkGrav400,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-450_narrow,0.001,293396,HHBulkGrav450,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-500_narrow,0.001,299990,HHBulkGrav500,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-550_narrow,0.001,299994,HHBulkGrav550,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-600_narrow,0.001,299993,HHBulkGrav600,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-650_narrow,0.001,298994,HHBulkGrav650,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-700_narrow,0.001,298994,HHBulkGrav700,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-750_narrow,0.001,299990,HHBulkGrav750,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-800_narrow,0.001,299393,HHBulkGrav800,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-850_narrow,0.001,298994,HHBulkGrav850,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-900_narrow,0.001,299996,HHBulkGrav900,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
GluGluToBulkGravitonToHHTo2B2ZTo2L2J_M-1000_narrow,0.001,299993,HHBulkGrav1000,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
##
###Alternate Samples
###
