SignalType,Xsections,N_orig,Group,CustomJson,EOSDirectoryDYJetsToLL_Pt-50To100_,354.3,47590627,ZJetsPtBin,0,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/
DoubleMuon_Run2016D-03Feb2017,1,1,DoubleMuData_2016D,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleMuon/
DoubleMuon_Run2016E-03Feb2017,1,1,DoubleMuData_2016E,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleMuon/
DoubleMuon_Run2016F-03Feb2017,1,1,DoubleMuData_2016F,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleMuon/
DoubleMuon_Run2016G-03Feb2017,1,1,DoubleMuData_2016G,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleMuon/
DoubleMuon_Run2016H-03Feb2017,1,1,DoubleMuData_2016H,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleMuon/
DoubleEG_Run2016B-03Feb2017,1,1,DoubleMuData_2016Bv3,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleEG/
DoubleEG_Run2016C-03Feb2017,1,1,DoubleMuData_2016C,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleEG/
DoubleEG_Run2016D-03Feb2017,1,1,DoubleMuData_2016D,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleEG/
DoubleEG_Run2016E-03Feb2017,1,1,DoubleMuData_2016E,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleEG/
DoubleEG_Run2016F-03Feb2017,1,1,DoubleMuData_2016F,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleEG/
DoubleEG_Run2016G-03Feb2017,1,1,DoubleMuData_2016G,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleEG/
DoubleEG_Run2016H-03Feb2017,1,1,DoubleMuData_2016H,Cert_271036-284044_13TeV_23Sep2016ReReco_Collisions16_JSON.txt,/store/group/phys_exotica/leptonsPlusJets/RootNtuple/RunII/dmorse/v2-3-6/DoubleEG/
