cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.18495"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.2975+0.133552*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.920668+-0.409623*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.15473+0.056309*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.950858+-0.560829*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12771+0.555292*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.1466+-0.849638*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.0655+-0.412083*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.934328+-0.0449056*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.739088+0.350958*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.719311+0.384298*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.63939+-0.942994*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.873762+0.0222453*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "0.833188+0.0676711*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "4.45608+-3.7467*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-3.0135+4.00907*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "5.12458+-4.32486*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "1.56889+-0.73289*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.839426"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.07251"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.90455, -0.69375, "1.33435+0.297109*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.69375, -0.50235, "0.900898+-0.32768*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.50235, -0.33035, "1.15618+0.180499*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.33035, -0.15845, "0.949374+-0.445526*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, -0.15845, 0.01345, "1.12447+0.659533*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.01345, 0.18535, "1.14347+-0.752682*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.18535, 0.35725, "1.0624+-0.315316*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.35725, 0.4932, "0.901412+0.135315*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4932, 0.5932, "0.799339+0.342276*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5932, 0.6932, "0.759319+0.40974*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6932, 0.7932, "1.69578+-0.941187*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7932, 0.8932, "0.997412+-0.0607412*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8932, 0.9498, "-0.0198758+1.07818*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9498, 0.9631, "5.8042+-5.05371*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9631, 0.9765, "-2.2122+3.26982*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9765, 0.9899, "7.38866+-6.56208*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 0.9899, 1.0033, "2.62329+-1.74809*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 20, 30, 1.0033, 1.1, "0.875071"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -1.1, -0.90455, "1.08672"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 20, 30, -0.904, -0.90455, "1.08672"
